country_txt,gname
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Colombia,M-19 (Movement of April 19)
Ecuador,Alfaro Vive
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Sri Lanka,Revolutionary Eelam Organization (EROS)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Lebanon,Unknown
Lebanon,Unknown
Pakistan,Afghans
Peru,Shining Path (SL)
Zimbabwe,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Greece,Revolutionary People's Struggle (ELA)
Greece,Revolutionary People's Struggle (ELA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Guatemala,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Sri Lanka,Tamil Eelam Liberation Organization (TELO)
United Kingdom,Unknown
South Africa,African National Congress (South Africa)
Sri Lanka,Militants
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Sri Lanka,Tamils
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
El Salvador,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Netherlands,Northern Terror Front
India,Kisar Liberation Movement
Greece,Unknown
West Bank and Gaza Strip,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Nicaraguan Democratic Force (FDN)
United Kingdom,Protestant Extremists
South Africa,Unknown
South Africa,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Guatemala,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
South Africa,African National Congress (South Africa)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
France,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
France,Unknown
Lebanon,Moslem opponents of Gemayel
Netherlands,Northern Terror Front
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Colombia,M-19 (Movement of April 19)
United Kingdom,Irish Republican Army (IRA)
Spain,Unknown
France,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
South Africa,African National Congress (South Africa)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Unknown
France,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Guatemala,Unknown
Peru,Shining Path (SL)
India,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Spain,Basque Fatherland and Freedom (ETA)
France,Unknown
Philippines,Unknown
Philippines,New People's Army (NPA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Philippines,Unknown
Chile,Unknown
India,Sikh Extremists
Colombia,Revolutionary Armed Forces of Colombia (FARC)
France,Unknown
India,Unknown
Peru,Shining Path (SL)
Iran,Marxist Peoples Fedayeen of Iran
Greece,Unknown
Pakistan,Unknown
Colombia,America Battalion
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Peru,Shining Path (SL)
Philippines,Unknown
South Africa,African National Congress (South Africa)
Italy,Red Brigades
Lebanon,Unknown
South Africa,Unknown
Angola,National Union for the Total Independence of Angola (UNITA)
Philippines,New People's Army (NPA)
United Kingdom,Irish Republican Army (IRA)
South Africa,Unknown
South Africa,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
West Germany (FRG),Revolutionary Cells
Lebanon,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
South Africa,African National Congress (South Africa)
Argentina,Unknown
Israel,Unknown
Israel,Unknown
Philippines,Unknown
Israel,Palestine Liberation Organization (PLO)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
South Africa,Unknown
South Africa,African National Congress (South Africa)
South Africa,Unknown
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,M-19 (Movement of April 19)
Colombia,National Liberation Army of Colombia (ELN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Peru,Shining Path (SL)
Sri Lanka,Tamils
Lebanon,Hezbollah
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Lebanon,Hezbollah
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
India,Sikh Extremists
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Philippines,New People's Army (NPA)
France,Unknown
Portugal,Popular Forces of April 25
Portugal,Unknown
Colombia,M-19 (Movement of April 19)
India,Sikh Extremists
Sri Lanka,Tamils
South Africa,African National Congress (South Africa)
Chile,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Unknown
Italy,Red Brigades Fighting Communist Union (BR-UCC)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
Colombia,M-19 (Movement of April 19)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
United Kingdom,Unknown
Peru,Unknown
Peru,Shining Path (SL)
New Caledonia,Unknown
Colombia,Black Flag (Bandera Negra)
Lebanon,Unknown
South Africa,Mozambique National Resistance Movement (MNR)
Lebanon,Unknown
Lebanon,Hezbollah
France,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Lebanon,Unknown
Lebanon,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Lebanon,Muslim Militants
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
France,Unknown
Colombia,M-19 (Movement of April 19)
Colombia,Popular Liberation Army (EPL)
Colombia,M-19 (Movement of April 19)
Colombia,Popular Liberation Army (EPL)
Peru,Unknown
Peru,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Israel,Union of Galilee Christians
Colombia,M-19 (Movement of April 19)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Philippines,New People's Army (NPA)
Angola,National Union for the Total Independence of Angola (UNITA)
Sri Lanka,Tamils
West Bank and Gaza Strip,Popular Front for the Liberation of Palestine (PFLP)
Sri Lanka,Tamils
France,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Sri Lanka,Unknown
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
United States,"Up the IRS, Inc"
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
South Africa,Unknown
Lebanon,Unknown
Israel,Unknown
Colombia,America Battalion
Colombia,M-19 (Movement of April 19)
Lebanon,Palestinian Forces
Uganda,New Ugandan Army
Sri Lanka,Tamils
South Africa,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
India,Sikh Extremists
India,Sikh Extremists
United States,The Order II (Bruder Schweigen Strike Force II)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Guatemala,Left-Wing Guerrillas
France,Unknown
Israel,Palestinians
Israel,Unknown
Colombia,M-19 (Movement of April 19)
South Africa,African National Congress (South Africa)
Argentina,Unknown
Bangladesh,Unknown
Bangladesh,Unknown
Lebanon,Unknown
Argentina,Unknown
Guatemala,Rebel Armed Forces of Guatemala (FAR)
Lebanon,Hezbollah
Chile,Unknown
Pakistan,Unknown
Colombia,Popular Liberation Army (EPL)
Lebanon,Muslim Militants
Sri Lanka,Tamils
Chile,Unknown
Chile,Unknown
Sri Lanka,Tamils
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Israel,Force 17
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Sri Lanka,Tamil Eelam Liberation Organization (TELO)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Colombia,M-19 (Movement of April 19)
Nicaragua,Nicaraguan Democratic Force (FDN)
Lebanon,Unknown
Lebanon,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Malaysia,Unknown
Peru,Unknown
Peru,Unknown
Philippines,Unknown
Colombia,M-19 (Movement of April 19)
United States,Anti-Abortion Activists
Sri Lanka,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Sri Lanka,Unknown
India,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
United Kingdom,Ulster Volunteer Force (UVF)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Sri Lanka,Tamils
Colombia,National Liberation Army of Colombia (ELN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Panama,Unknown
Panama,Unknown
Panama,Unknown
Colombia,M-19 (Movement of April 19)
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Unknown
Colombia,M-19 (Movement of April 19)
Peru,Unknown
Sri Lanka,Eelam People's Revolutionary Liberation Front (EPRLF)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Panama,Unknown
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
Guatemala,Unknown
Peru,Unknown
France,Unknown
Philippines,New People's Army (NPA)
South Africa,African National Congress (South Africa)
South Africa,Unknown
United States,Puerto Rican Nationalists
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Greece,Revolutionary People's Struggle (ELA)
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
Malaysia,Unknown
United Kingdom,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Lebanon,Unknown
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
United States,Vietnamese Refugees
South Africa,Unknown
Colombia,M-19 (Movement of April 19)
Philippines,New People's Army (NPA)
Colombia,M-19 (Movement of April 19)
Egypt,Egypt's Revolution
Egypt,Unknown
India,Sikh Extremists
Lebanon,Unknown
Philippines,New People's Army (NPA)
Colombia,M-19 (Movement of April 19)
South Africa,African National Congress (South Africa)
Colombia,M-19 (Movement of April 19)
France,Unknown
France,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)
India,Unknown
Israel,Force 17
Malaysia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Philippines,New People's Army (NPA)
Spain,Basque Fatherland and Freedom (ETA)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,M-19 (Movement of April 19)
Greece,Khristos Kasimis
Sri Lanka,Tamils
Sri Lanka,Unknown
Sri Lanka,Unknown
Guatemala,Revolutionary Organization of People in Arms (ORPA)
Peru,Shining Path (SL)
South Africa,African National Congress (South Africa)
Nicaragua,Miskito Indian Organization
Colombia,Popular Liberation Army (EPL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Sri Lanka,Muslims
South Africa,Unknown
India,Sikh Extremists
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Guatemala,Unknown
Guatemala,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Sri Lanka,Unknown
Japan,"Senki (""Battle Flag"")"
Japan,"Senki (""Battle Flag"")"
Luxembourg,Unknown
Peru,Unknown
Spain,Basque Fatherland and Freedom (ETA)
Sri Lanka,Tamils
Guatemala,Unknown
India,Unknown
Peru,Shining Path (SL)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Greece,Unknown
Greece,Unknown
Greece,Revolutionary People's Struggle (ELA)
Greece,Unknown
Lebanon,Unknown
Lebanon,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Sikh Extremists
India,Sikh Extremists
Peru,People's Revolutionary Command (CRP)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
India,Sikh Extremists
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
Australia,Unknown
Greece,Unknown
Pakistan,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Unknown
Bolivia,People's Command
India,All India Sikh Students Federation (AISSF)
Sri Lanka,Tamils
Japan,Chukakuha (Middle Core Faction)
Japan,Unknown
Lebanon,Unknown
India,Sikh Extremists
France,Corsican National Liberation Front (FLNC)
Lebanon,National Revolutionary Command (Umar al-Mukhtar)
Lebanon,National Revolutionary Command (Umar al-Mukhtar)
Lebanon,National Revolutionary Command (Umar al-Mukhtar)
Peru,Unknown
India,Sikh Extremists
India,Sikh Extremists
Philippines,New People's Army (NPA)
West Germany (FRG),Unknown
West Germany (FRG),Unknown
West Germany (FRG),Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Japan,Unknown
Malaysia,Unknown
West Germany (FRG),Red Army Faction (RAF)
Central African Republic,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Lebanon,Islamic Liberation Organization
West Germany (FRG),Unknown
West Germany (FRG),Unknown
Israel,Unknown
Japan,Revolutionary Workers' Council (Kakurokyo)
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
United Kingdom,Unknown
Philippines,New People's Army (NPA)
United Kingdom,Unknown
Greece,Arab Revolutionary Cells
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Shining Path (SL)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Sudan,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Chile,Unknown
Chile,Unknown
West Germany (FRG),Anti-American Arab Liberation Front
United Kingdom,Irish Republican Army (IRA)
India,Tribal Separatists
Nicaragua,Kisan Indian Organization
Peru,Shining Path (SL)
India,Sikh Extremists
Chile,Unknown
France,Unknown
New Caledonia,Unknown
Sweden,Unknown
Colombia,M-19 (Movement of April 19)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Thailand,Unknown
Israel,Unknown
Israel,Palestine Liberation Organization (PLO)
Lebanon,Unknown
Lebanon,Unknown
United Kingdom,Irish Republican Army (IRA)
Colombia,M-19 (Movement of April 19)
Colombia,M-19 (Movement of April 19)
United Kingdom,Irish Republican Army (IRA)
Colombia,Ricardo Franco Front (Dissident FARC)
Greece,November 17 Revolutionary Organization (N17RO)
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Lebanon,Unknown
Portugal,Action Directe
India,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Colombia,Unknown
South Africa,Unknown
Lebanon,Unknown
Bangladesh,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Colombia,M-19 (Movement of April 19)
West Bank and Gaza Strip,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Colombia,M-19 (Movement of April 19)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Kisan Indian Organization
Spain,Unknown
Colombia,M-19 (Movement of April 19)
Colombia,Unknown
Colombia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
United States,Organization of Volunteers for the Puerto Rican Revolution
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Colombia,Unknown
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Japan,Chukakuha (Middle Core Faction)
Nicaragua,Kisan Indian Organization
France,Action Directe
Sudan,Black September II
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Colombia,National Liberation Army of Colombia (ELN)
Chile,Unknown
Chile,Patria y Libertad (Fatherland and Liberty)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Italy,Armed Communist Front
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Peru,Shining Path (SL)
Nicaragua,Kisan Indian Organization
Tunisia,Unknown
United Kingdom,Unknown
Austria,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
